		=== gfortran: Unexpected fails for rv32gc_zba_zbb_zbc_zbs ilp32d medlow  ===
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-5-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i32.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vsadd.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-i64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vssub.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vaaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vaaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vaaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=scalable -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vaaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vaaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=dynamic -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vaaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m1 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vaaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m2 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m4 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vaaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vsaddu.vx
FAIL: gcc.target/riscv/rvv/autovec/vx_vf/vx-6-u64.c -ftree-vectorize -O3 -mrvv-vector-bits=zvl -mrvv-max-lmul=m8 -ffast-math  scan-assembler-not vssubu.vx
FAIL: gcc.target/riscv/rvv/pr122474.c (test for excess errors)
FAIL: gcc.target/riscv/rvv/vsetvl/pr117974.c   -O0   scan-assembler-times beq\\s+[a-x0-9]+,zero,.L12\\s+vsetvli 3
FAIL: gcc.target/riscv/rvv/vsetvl/pr117974.c   -O1   scan-assembler-times beq\\s+[a-x0-9]+,zero,.L12\\s+vsetvli 3
FAIL: gcc.target/riscv/rvv/vsetvl/pr117974.c   -O2   scan-assembler-times beq\\s+[a-x0-9]+,zero,.L12\\s+vsetvli 3
FAIL: gcc.target/riscv/rvv/vsetvl/pr117974.c   -O2 -flto -fno-use-linker-plugin -flto-partition=none   scan-assembler-times beq\\s+[a-x0-9]+,zero,.L12\\s+vsetvli 3
FAIL: gcc.target/riscv/rvv/vsetvl/pr117974.c   -O2 -flto -fuse-linker-plugin -fno-fat-lto-objects   scan-assembler-times beq\\s+[a-x0-9]+,zero,.L12\\s+vsetvli 3
FAIL: gcc.target/riscv/rvv/vsetvl/pr117974.c   -O3 -fomit-frame-pointer -funroll-loops -fpeel-loops -ftracer -finline-functions   scan-assembler-times beq\\s+[a-x0-9]+,[a-x0-9]+,.L12\\s+vsetvli 3
FAIL: gcc.target/riscv/rvv/vsetvl/pr117974.c   -O3 -g   scan-assembler-times beq\\s+[a-x0-9]+,zero,.L12\\s+vsetvli 3
FAIL: gcc.target/riscv/rvv/vsetvl/pr117974.c   -Os   scan-assembler-times beq\\s+[a-x0-9]+,zero,.L12\\s+vsetvli 3
		=== g++: Unexpected fails for rv32gc_zba_zbb_zbc_zbs ilp32d medlow  ===
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++20 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++29 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++98 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9321)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9321)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/torture/aarch64-vect-init-1.C   -O3 -fomit-frame-pointer -funroll-loops -fpeel-loops -ftracer -finline-functions  (internal compiler error: Segmentation fault)
FAIL: g++.dg/torture/aarch64-vect-init-1.C   -O3 -fomit-frame-pointer -funroll-loops -fpeel-loops -ftracer -finline-functions  (test for excess errors)
FAIL: g++.dg/torture/aarch64-vect-init-1.C   -O3 -g  (internal compiler error: Segmentation fault)
FAIL: g++.dg/torture/aarch64-vect-init-1.C   -O3 -g  (test for excess errors)
FAIL: g++.dg/torture/pr52638.C   -O1  (internal compiler error: Segmentation fault)
FAIL: g++.dg/torture/pr52638.C   -O1  (test for excess errors)
FAIL: g++.dg/vect/vect-early-break_6.cc  -std=c++20 (internal compiler error: Segmentation fault)
FAIL: g++.dg/vect/vect-early-break_6.cc  -std=c++20 (test for excess errors)
FAIL: g++.dg/vect/vect-early-break_6.cc  -std=c++29 (internal compiler error: Segmentation fault)
FAIL: g++.dg/vect/vect-early-break_6.cc  -std=c++29 (test for excess errors)
FAIL: g++.dg/vect/vect-early-break_6.cc  -std=c++98 (internal compiler error: Segmentation fault)
FAIL: g++.dg/vect/vect-early-break_6.cc  -std=c++98 (test for excess errors)
FAIL: g++.target/riscv/rvv/base/pr122448.C (test for excess errors)
FAIL: g++.target/riscv/rvv/base/pr123808-2.C (test for excess errors)
FAIL: g++.target/riscv/rvv/base/pr123808.C (test for excess errors)

               ========= Summary of gcc testsuite =========
                            | # of unexpected case / # of unique unexpected case
                            |          gcc |          g++ |     gfortran |
 rv32gc_zba_zbb_zbc_zbs/ ilp32d/ medlow |  419 /   104 |   22 /     8 |  106 /    87 |
