		=== g++: Unexpected fails for rv32gcv ilp32d medlow  ===
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++20 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++29 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++98 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9317)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9317)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_external_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_external_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_internal_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_internal_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_module_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_module_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lang-1_c.C -std=c++29  (test for errors, line 11)
FAIL: g++.dg/modules/lang-1_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lang-2_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/lang-2_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lang-2_a.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/lang-2_b.C -std=c++29  (test for warnings, line 9)
FAIL: g++.dg/modules/lang-2_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lang-3_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/lang-3_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lang-3_a.C -std=c++29 module-cmi bob (gcm.cache/bob.gcm)
FAIL: g++.dg/modules/lang-3_b.C -std=c++29  (test for errors, line 7)
FAIL: g++.dg/modules/lang-3_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lang-3_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lang-4_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/lang-4_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lang-4_b.C -std=c++29  (test for errors, line 25)
FAIL: g++.dg/modules/lang-4_b.C -std=c++29  (test for errors, line 26)
FAIL: g++.dg/modules/lang-4_b.C -std=c++29  (test for warnings, line 10)
FAIL: g++.dg/modules/lang-4_b.C -std=c++29  (test for warnings, line 11)
FAIL: g++.dg/modules/lang-4_b.C -std=c++29  (test for warnings, line 20)
FAIL: g++.dg/modules/lang-4_b.C -std=c++29  (test for warnings, line 21)
FAIL: g++.dg/modules/lang-4_b.C -std=c++29  at line 22 (test for errors, line )
FAIL: g++.dg/modules/lang-4_b.C -std=c++29  at line 23 (test for errors, line )
FAIL: g++.dg/modules/lang-4_b.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/lang-4_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/late-ret-1.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/late-ret-1.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/late-ret-1.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/late-ret-1.H.gcm)
FAIL: g++.dg/modules/late-ret-2_a.H -std=c++29  scan-lang-dump module " Cluster members:\\n  \\[0\\]=decl definition '::template Foo'\\n  \\[1\\]=specialization declaration '::TPL<#null#>'\\n  \\[2\\]=binding '::Foo'\\n"
FAIL: g++.dg/modules/late-ret-2_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/late-ret-2_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/late-ret-2_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/late-ret-2_a.H.gcm)
FAIL: g++.dg/modules/late-ret-2_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/late-ret-2_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/late-ret-2_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/late-ret-2_b.H.gcm)
FAIL: g++.dg/modules/late-ret-2_c.C -std=c++29  (test for errors, line 11)
FAIL: g++.dg/modules/late-ret-2_c.C -std=c++29  scan-lang-dump module "Read:-[0-9]*'s named merge key \\(matched\\) template_decl:'::template Foo'\\n  Deduping '::template Foo@[^\\n]*/late-ret-2_a.H:.'\\n"
FAIL: g++.dg/modules/late-ret-2_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/late-ret-3_a.H -std=c++29  scan-lang-dump module " Cluster members:\\n  \\[0\\]=decl definition '::template Foo'\\n  \\[1\\]=specialization declaration '::TPL_1<#null#>'\\n  \\[2\\]=specialization declaration '::TPL_3<::TPL_1<#null#>::type>'\\n  \\[3\\]=specialization declaration '::TPL_2<::TPL_1<#null#>::type>'\\n  \\[4\\]=binding '::Foo'\\n"
FAIL: g++.dg/modules/late-ret-3_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/late-ret-3_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/late-ret-3_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/late-ret-3_a.H.gcm)
FAIL: g++.dg/modules/late-ret-3_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/late-ret-3_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/late-ret-3_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/late-ret-3_b.H.gcm)
FAIL: g++.dg/modules/late-ret-3_c.C -std=c++29  (test for errors, line 17)
FAIL: g++.dg/modules/late-ret-3_c.C -std=c++29  scan-lang-dump module "Read:-[0-9]*'s named merge key \\(matched\\) template_decl:'::template Foo'\\n  Deduping '::template Foo@[^\\n]*/late-ret-3_a.H:.'\\n"
FAIL: g++.dg/modules/late-ret-3_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/late-ret-4_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/late-ret-4_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/late-ret-4_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/late-ret-4_a.H.gcm)
FAIL: g++.dg/modules/late-ret-4_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/late-ret-5_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/late-ret-5_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/late-ret-5_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/late-ret-5_a.H.gcm)
FAIL: g++.dg/modules/late-ret-5_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lazy-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/lazy-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/lazy-1_a.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/lazy-1_b.C -std=c++29  scan-lang-dump module "Bindings '::quux' section"
FAIL: g++.dg/modules/lazy-1_b.C -std=c++29  scan-lang-dump module "Lazily binding '::bar'@'foo' section"
FAIL: g++.dg/modules/lazy-1_b.C -std=c++29  scan-lang-dump module "Lazily binding '::baz'@'foo' section"
FAIL: g++.dg/modules/lazy-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-1_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-1_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-1_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-1_a.H.gcm)
FAIL: g++.dg/modules/leg-merge-1_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-1_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-1_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-1_b.H.gcm)
FAIL: g++.dg/modules/leg-merge-1_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-2_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-2_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-2_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-2_a.H.gcm)
FAIL: g++.dg/modules/leg-merge-2_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-2_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-2_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-2_b.H.gcm)
FAIL: g++.dg/modules/leg-merge-2_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-3_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-3_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-3_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-3_a.H.gcm)
FAIL: g++.dg/modules/leg-merge-3_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-3_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-3_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-3_b.H.gcm)
FAIL: g++.dg/modules/leg-merge-3_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-4_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-4_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-4_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-4_a.H.gcm)
FAIL: g++.dg/modules/leg-merge-4_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-4_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-4_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-4_b.H.gcm)
FAIL: g++.dg/modules/leg-merge-4_c.C -std=c++29  (test for errors, line 8)
FAIL: g++.dg/modules/leg-merge-4_c.C -std=c++29  dg-regexp 14 not found: "\nIn module [^\n]*leg-merge-4_b.H, imported at [^\n]*leg-merge-4_c.C:[0-9]*:\n[^\n]*leg-merge-4_b.H:4:[0-9]*: error: conflicting type for imported declaration 'float bob'\nIn module [^\n]*leg-merge-4_a.H, imported at [^\n]*leg-merge-4_c.C:[0-9]*:\n[^\n]*leg-merge-4_a.H:4:[0-9]*: note: existing declaration 'int bob'\n[^\n]*leg-merge-4_c.C:9:[0-9]*: note: during load of binding '::bob'$"
FAIL: g++.dg/modules/leg-merge-4_c.C -std=c++29  dg-regexp 16 not found: "\nIn module [^\n]*leg-merge-4_b.H, imported at [^\n]*leg-merge-4_c.C:[0-9]*:\n[^\n]*leg-merge-4_b.H:5:[0-9]*: error: conflicting type for imported declaration 'int frob\(\)'\nIn module [^\n]*leg-merge-4_a.H, imported at [^\n]*leg-merge-4_c.C:[0-9]*:\n[^\n]*leg-merge-4_a.H:5:[0-9]*: note: existing declaration 'void frob\(\)'\n[^\n]*leg-merge-4_c.C:10:[0-9]*: note: during load of binding '::frob'$"
FAIL: g++.dg/modules/leg-merge-4_c.C -std=c++29  dg-regexp 18 not found: "In module [^\n]*leg-merge-4_b.H, imported at [^\n]*leg-merge-4_c.C:[0-9]*:\n[^\n]*leg-merge-4_b.H:6:[0-9]*: error: conflicting type for imported declaration 'union X'\nIn module [^\n]*leg-merge-4_a.H, imported at [^\n]*leg-merge-4_c.C:[0-9]*:\n[^\n]*leg-merge-4_a.H:6:[0-9]*: note: existing declaration 'class X'\n[^\n]*leg-merge-4_c.C:11:[0-9]*: note: during load of binding '::X'$"
FAIL: g++.dg/modules/leg-merge-4_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-5_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-5_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-5_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-5_a.H.gcm)
FAIL: g++.dg/modules/leg-merge-5_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-5_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-5_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-5_b.H.gcm)
FAIL: g++.dg/modules/leg-merge-5_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-6_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-6_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-6_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-6_a.H.gcm)
FAIL: g++.dg/modules/leg-merge-6_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-6_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-6_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-6_b.H.gcm)
FAIL: g++.dg/modules/leg-merge-6_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-7_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-7_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-7_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-7_a.H.gcm)
FAIL: g++.dg/modules/leg-merge-7_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-7_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-7_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-7_b.H.gcm)
FAIL: g++.dg/modules/leg-merge-7_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-8_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-8_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-8_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-8_a.H.gcm)
FAIL: g++.dg/modules/leg-merge-8_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-8_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-8_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-8_b.H.gcm)
FAIL: g++.dg/modules/leg-merge-8_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-9_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-9_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-9_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-9_a.H.gcm)
FAIL: g++.dg/modules/leg-merge-9_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/leg-merge-9_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/leg-merge-9_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/leg-merge-9_b.H.gcm)
FAIL: g++.dg/modules/leg-merge-9_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/legacy-1_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/legacy-1_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/legacy-1_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/legacy-1_a.H.gcm)
FAIL: g++.dg/modules/legacy-1_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/legacy-2_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/legacy-2_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/legacy-2_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/legacy-2_a.H.gcm)
FAIL: g++.dg/modules/legacy-2_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/legacy-2_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/legacy-2_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/legacy-2_b.H.gcm)
FAIL: g++.dg/modules/legacy-2_d.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/legacy-3_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/legacy-3_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/legacy-3_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/legacy-3_a.H.gcm)
FAIL: g++.dg/modules/legacy-3_b.H -std=c++29  scan-file \\n# 9 "[^\\n]*legacy-3_b.H"\\nimport "[^\\n]*legacy-3_a.H" \\[\\[__translated\\]\\];\\nint move \\(int X = 10\\);\\n
FAIL: g++.dg/modules/legacy-3_c.H -std=c++29  scan-file MARK1 8\\nimport "[^\\n]*legacy-3_a.H" \\[\\[__translated\\]\\];\\nMARK2 10\\n
FAIL: g++.dg/modules/legacy-3_c.H -std=c++29  scan-file MARK2 13\\n\\nMARK3 15\\n
FAIL: g++.dg/modules/legacy-3_c.H -std=c++29  scan-file-not # [^\\n]*legacy-3_a.H
FAIL: g++.dg/modules/legacy-8_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/legacy-8_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/legacy-8_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/legacy-8_a.H.gcm)
FAIL: g++.dg/modules/legacy-8_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/legacy-8_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/legacy-8_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/legacy-8_b.H.gcm)
FAIL: g++.dg/modules/legacy-8_d.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/legacy-8_d.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/legacy-8_e.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/libfn-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/libfn-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/libfn-1_a.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/libfn-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/linkage-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/linkage-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/linkage-1_a.C -std=c++29 module-cmi M (gcm.cache/M.gcm)
FAIL: g++.dg/modules/linkage-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/linkage-1_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/linkage-2.C -std=c++29  (test for errors, line 15)
FAIL: g++.dg/modules/linkage-2.C -std=c++29  (test for errors, line 18)
FAIL: g++.dg/modules/linkage-2.C -std=c++29  (test for errors, line 29)
FAIL: g++.dg/modules/linkage-2.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/linkage-2.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/literals-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/literals-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/literals-1_a.C -std=c++29 module-cmi real2reel (gcm.cache/real2reel.gcm)
FAIL: g++.dg/modules/literals-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/loc-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-1_a.C -std=c++29 module-cmi bob (gcm.cache/bob.gcm)
FAIL: g++.dg/modules/loc-1_b.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/loc-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-1_b.C -std=c++29 module-cmi stuart (gcm.cache/stuart.gcm)
FAIL: g++.dg/modules/loc-1_c.C -std=c++29  (test for errors, line 8)
FAIL: g++.dg/modules/loc-1_c.C -std=c++29  dg-regexp 11 not found: "In module stuart, imported at [^\n]*loc-1_c.C:4:\n[^\n]*loc-1_b.C:7:12: note:.*"
FAIL: g++.dg/modules/loc-1_c.C -std=c++29  dg-regexp 12 not found: "In module bob, imported at [^\n]*loc-1_c.C:3:\n[^\n]*loc-1_a.C:6:12: note:.*"
FAIL: g++.dg/modules/loc-1_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-2_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/loc-2_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-2_a.C -std=c++29 module-cmi bob (gcm.cache/bob.gcm)
FAIL: g++.dg/modules/loc-2_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-2_b.C -std=c++29 module-cmi stuart (gcm.cache/stuart.gcm)
FAIL: g++.dg/modules/loc-2_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-2_c.C -std=c++29 module-cmi kevin (gcm.cache/kevin.gcm)
FAIL: g++.dg/modules/loc-2_d.C -std=c++29  (test for errors, line 7)
FAIL: g++.dg/modules/loc-2_d.C -std=c++29  dg-regexp 10 not found: "In module bob, imported at [^\n]*loc-2_b.C:6,\nof module stuart, imported at [^\n]*loc-2_d.C:3:\n[^\n]*loc-2_a.C:6:18: note:.*"
FAIL: g++.dg/modules/loc-2_d.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-2_e.C -std=c++29  (test for errors, line 9)
FAIL: g++.dg/modules/loc-2_e.C -std=c++29  dg-regexp 12 not found: "In module bob, imported at [^\n]*loc-2_e.C:4:\n[^\n]*loc-2_a.C:6:18: note:.*"
FAIL: g++.dg/modules/loc-2_e.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-2_f.C -std=c++29  (test for errors, line 7)
FAIL: g++.dg/modules/loc-2_f.C -std=c++29  dg-regexp 10 not found: "In module bob, imported at [^\n]*loc-2_c.C:7,\nof module kevin, imported at [^\n]*loc-2_f.C:3:\n[^\n]*loc-2_a.C:6:18: note:.*"
FAIL: g++.dg/modules/loc-2_f.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-prune-1.C -std=c++29  scan-lang-dump module " Macro maps:1 locs:1"
FAIL: g++.dg/modules/loc-prune-1.C -std=c++29  scan-lang-dump module " Macro maps:1"
FAIL: g++.dg/modules/loc-prune-1.C -std=c++29  scan-lang-dump module " Macro:0 YES 1/1.2 locations "
FAIL: g++.dg/modules/loc-prune-1.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/loc-prune-1.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-prune-1.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/loc-prune-2.C -std=c++29  scan-lang-dump module " Macro maps:1"
FAIL: g++.dg/modules/loc-prune-2.C -std=c++29  scan-lang-dump module " Macro:0 BEGIN_NAMESPACE 5/6.2 locations "
FAIL: g++.dg/modules/loc-prune-2.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/loc-prune-2.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-prune-2.C -std=c++29 module-cmi Eve (gcm.cache/Eve.gcm)
FAIL: g++.dg/modules/loc-prune-3.C -std=c++29  scan-lang-dump module " Macro maps:1"
FAIL: g++.dg/modules/loc-prune-3.C -std=c++29  scan-lang-dump module " Macro:0 BEGIN_NAMESPACE 5/6.2 locations "
FAIL: g++.dg/modules/loc-prune-3.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/loc-prune-3.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/loc-prune-3.C -std=c++29 module-cmi Eve (gcm.cache/Eve.gcm)
FAIL: g++.dg/modules/loc-prune-4.C -std=c++29  scan-lang-dump module " 1 source file names\\n Source file...=[^\\n]*loc-prune-4.C\\n"
FAIL: g++.dg/modules/loc-prune-4.C -std=c++29  scan-lang-dump module " Span:0 ordinary \\[[0-9]+\\+49152,\\+16384\\)->\\[0,\\+16384\\)"
